"Datum";"+A/789171 [kW]";"Status";
22.08.2023 22:00;0,006;namìøená data OK;
22.08.2023 22:15;0,002;namìøená data OK;
22.08.2023 22:30;0,004;namìøená data OK;
22.08.2023 22:45;0,006;namìøená data OK;
22.08.2023 23:00;0,005;namìøená data OK;
22.08.2023 23:15;0,008;namìøená data OK;
22.08.2023 23:30;0,001;namìøená data OK;
22.08.2023 23:45;0,001;namìøená data OK;
23.08.2023 00:00;0,001;namìøená data OK;
23.08.2023 00:15;0,001;namìøená data OK;
23.08.2023 00:30;0,002;namìøená data OK;
23.08.2023 00:45;0,002;namìøená data OK;
23.08.2023 01:00;0,002;namìøená data OK;
23.08.2023 01:15;0,003;namìøená data OK;
23.08.2023 01:30;0,005;namìøená data OK;
23.08.2023 01:45;0,003;namìøená data OK;
23.08.2023 02:00;0,003;namìøená data OK;
23.08.2023 02:15;0,004;namìøená data OK;
23.08.2023 02:30;0,004;namìøená data OK;
23.08.2023 02:45;0,004;namìøená data OK;
23.08.2023 03:00;0,003;namìøená data OK;
23.08.2023 03:15;0,004;namìøená data OK;
23.08.2023 03:30;0,005;namìøená data OK;
23.08.2023 03:45;0,004;namìøená data OK;
23.08.2023 04:00;0,002;namìøená data OK;
23.08.2023 04:15;0,003;namìøená data OK;
23.08.2023 04:30;0,005;namìøená data OK;
23.08.2023 04:45;0,004;namìøená data OK;
23.08.2023 05:00;0,004;namìøená data OK;
23.08.2023 05:15;0,002;namìøená data OK;
23.08.2023 05:30;0,006;namìøená data OK;
23.08.2023 05:45;0,005;namìøená data OK;
23.08.2023 06:00;0,005;namìøená data OK;
23.08.2023 06:15;0,005;namìøená data OK;
23.08.2023 06:30;0,003;namìøená data OK;
23.08.2023 06:45;0,005;namìøená data OK;
23.08.2023 07:00;0,004;namìøená data OK;
23.08.2023 07:15;0,004;namìøená data OK;
23.08.2023 07:30;0,005;namìøená data OK;
23.08.2023 07:45;0,005;namìøená data OK;
23.08.2023 08:00;0,004;namìøená data OK;
23.08.2023 08:15;0,007;namìøená data OK;
23.08.2023 08:30;0,012;namìøená data OK;
23.08.2023 08:45;0,003;namìøená data OK;
23.08.2023 09:00;0,002;namìøená data OK;
23.08.2023 09:15;0,01;namìøená data OK;
23.08.2023 09:30;0;namìøená data OK;
23.08.2023 09:45;0;namìøená data OK;
23.08.2023 10:00;0;namìøená data OK;
23.08.2023 10:15;0;namìøená data OK;
23.08.2023 10:30;0;namìøená data OK;
23.08.2023 10:45;0;namìøená data OK;
23.08.2023 11:00;0;namìøená data OK;
23.08.2023 11:15;0;namìøená data OK;
23.08.2023 11:30;0;namìøená data OK;
23.08.2023 11:45;0;namìøená data OK;
23.08.2023 12:00;0;namìøená data OK;
23.08.2023 12:15;0;namìøená data OK;
23.08.2023 12:30;0;namìøená data OK;
23.08.2023 12:45;0;namìøená data OK;
23.08.2023 13:00;0;namìøená data OK;
23.08.2023 13:15;0;namìøená data OK;
23.08.2023 13:30;0;namìøená data OK;
23.08.2023 13:45;0;namìøená data OK;
23.08.2023 14:00;0;namìøená data OK;
23.08.2023 14:15;0;namìøená data OK;
23.08.2023 14:30;0;namìøená data OK;
23.08.2023 14:45;0;namìøená data OK;
23.08.2023 15:00;0;namìøená data OK;
23.08.2023 15:15;0;namìøená data OK;
23.08.2023 15:30;0,003;namìøená data OK;
23.08.2023 15:45;0;namìøená data OK;
23.08.2023 16:00;0;namìøená data OK;
23.08.2023 16:15;0;namìøená data OK;
23.08.2023 16:30;0;namìøená data OK;
23.08.2023 16:45;0;namìøená data OK;
23.08.2023 17:00;0;namìøená data OK;
23.08.2023 17:15;0;namìøená data OK;
23.08.2023 17:30;0;namìøená data OK;
23.08.2023 17:45;0,016;namìøená data OK;
23.08.2023 18:00;0,005;namìøená data OK;
23.08.2023 18:15;0,013;namìøená data OK;
23.08.2023 18:30;0,007;namìøená data OK;
23.08.2023 18:45;0,008;namìøená data OK;
23.08.2023 19:00;0,006;namìøená data OK;
23.08.2023 19:15;0,002;namìøená data OK;
23.08.2023 19:30;0,002;namìøená data OK;
23.08.2023 19:45;0,005;namìøená data OK;
23.08.2023 20:00;0,01;namìøená data OK;
23.08.2023 20:15;0,011;namìøená data OK;
23.08.2023 20:30;0,009;namìøená data OK;
23.08.2023 20:45;0,01;namìøená data OK;
23.08.2023 21:00;0,012;namìøená data OK;
23.08.2023 21:15;0,007;namìøená data OK;
23.08.2023 21:30;0,007;namìøená data OK;
23.08.2023 21:45;0,006;namìøená data OK;
23.08.2023 22:00;0,002;namìøená data OK;
23.08.2023 22:15;0,005;namìøená data OK;
23.08.2023 22:30;0,009;namìøená data OK;
23.08.2023 22:45;0,001;namìøená data OK;
23.08.2023 23:00;0,001;namìøená data OK;
23.08.2023 23:15;0,001;namìøená data OK;
23.08.2023 23:30;0,002;namìøená data OK;
23.08.2023 23:45;0;namìøená data OK;
24.08.2023 00:00;0,003;namìøená data OK;
24.08.2023 00:15;0,005;namìøená data OK;
24.08.2023 00:30;0,001;namìøená data OK;
24.08.2023 00:45;0;namìøená data OK;
24.08.2023 01:00;0,001;namìøená data OK;
24.08.2023 01:15;0,001;namìøená data OK;
24.08.2023 01:30;0,002;namìøená data OK;
24.08.2023 01:45;0,001;namìøená data OK;
24.08.2023 02:00;0,001;namìøená data OK;
24.08.2023 02:15;0,004;namìøená data OK;
24.08.2023 02:30;0,004;namìøená data OK;
24.08.2023 02:45;0,003;namìøená data OK;
24.08.2023 03:00;0,004;namìøená data OK;
24.08.2023 03:15;0,004;namìøená data OK;
24.08.2023 03:30;0,004;namìøená data OK;
24.08.2023 03:45;0,003;namìøená data OK;
24.08.2023 04:00;0,004;namìøená data OK;
24.08.2023 04:15;0,003;namìøená data OK;
24.08.2023 04:30;0,003;namìøená data OK;
24.08.2023 04:45;0,003;namìøená data OK;
24.08.2023 05:00;0,004;namìøená data OK;
24.08.2023 05:15;0,004;namìøená data OK;
24.08.2023 05:30;0,005;namìøená data OK;
24.08.2023 05:45;0,003;namìøená data OK;
24.08.2023 06:00;0,004;namìøená data OK;
24.08.2023 06:15;0,004;namìøená data OK;
24.08.2023 06:30;0,004;namìøená data OK;
24.08.2023 06:45;0,002;namìøená data OK;
24.08.2023 07:00;0,004;namìøená data OK;
24.08.2023 07:15;0,005;namìøená data OK;
24.08.2023 07:30;0,004;namìøená data OK;
24.08.2023 07:45;0,002;namìøená data OK;
24.08.2023 08:00;0,004;namìøená data OK;
24.08.2023 08:15;0,004;namìøená data OK;
24.08.2023 08:30;0,003;namìøená data OK;
24.08.2023 08:45;0;namìøená data OK;
24.08.2023 09:00;0,005;namìøená data OK;
24.08.2023 09:15;0;namìøená data OK;
24.08.2023 09:30;0;namìøená data OK;
24.08.2023 09:45;0;namìøená data OK;
24.08.2023 10:00;0;namìøená data OK;
24.08.2023 10:15;0;namìøená data OK;
24.08.2023 10:30;0;namìøená data OK;
24.08.2023 10:45;0;namìøená data OK;
24.08.2023 11:00;0;namìøená data OK;
24.08.2023 11:15;0;namìøená data OK;
24.08.2023 11:30;0;namìøená data OK;
24.08.2023 11:45;0;namìøená data OK;
24.08.2023 12:00;0;namìøená data OK;
24.08.2023 12:15;0;namìøená data OK;
24.08.2023 12:30;0;namìøená data OK;
24.08.2023 12:45;0;namìøená data OK;
24.08.2023 13:00;0;namìøená data OK;
24.08.2023 13:15;0;namìøená data OK;
24.08.2023 13:30;0;namìøená data OK;
24.08.2023 13:45;0;namìøená data OK;
24.08.2023 14:00;0;namìøená data OK;
24.08.2023 14:15;0;namìøená data OK;
24.08.2023 14:30;0;namìøená data OK;
24.08.2023 14:45;0;namìøená data OK;
24.08.2023 15:00;0;namìøená data OK;
24.08.2023 15:15;0;namìøená data OK;
24.08.2023 15:30;0;namìøená data OK;
24.08.2023 15:45;0,007;namìøená data OK;
24.08.2023 16:00;0;namìøená data OK;
24.08.2023 16:15;0;namìøená data OK;
24.08.2023 16:30;0;namìøená data OK;
24.08.2023 16:45;0;namìøená data OK;
24.08.2023 17:00;0,003;namìøená data OK;
24.08.2023 17:15;0;namìøená data OK;
24.08.2023 17:30;0;namìøená data OK;
24.08.2023 17:45;0,005;namìøená data OK;
24.08.2023 18:00;0,01;namìøená data OK;
24.08.2023 18:15;0,012;namìøená data OK;
24.08.2023 18:30;0,007;namìøená data OK;
24.08.2023 18:45;0,005;namìøená data OK;
24.08.2023 19:00;0,006;namìøená data OK;
24.08.2023 19:15;0,006;namìøená data OK;
24.08.2023 19:30;0,001;namìøená data OK;
24.08.2023 19:45;0;namìøená data OK;
24.08.2023 20:00;0,002;namìøená data OK;
24.08.2023 20:15;0,005;namìøená data OK;
24.08.2023 20:30;0,006;namìøená data OK;
24.08.2023 20:45;0,006;namìøená data OK;
24.08.2023 21:00;0,003;namìøená data OK;
24.08.2023 21:15;0,002;namìøená data OK;
24.08.2023 21:30;0,002;namìøená data OK;
24.08.2023 21:45;0,005;namìøená data OK;
24.08.2023 22:00;0,006;namìøená data OK;
24.08.2023 22:15;0,006;namìøená data OK;
24.08.2023 22:30;0,007;namìøená data OK;
24.08.2023 22:45;0,007;namìøená data OK;
24.08.2023 23:00;0,003;namìøená data OK;
24.08.2023 23:15;0,003;namìøená data OK;
24.08.2023 23:30;0,002;namìøená data OK;
24.08.2023 23:45;0,001;namìøená data OK;
25.08.2023 00:00;0,001;namìøená data OK;
25.08.2023 00:15;0,003;namìøená data OK;
25.08.2023 00:30;0,003;namìøená data OK;
25.08.2023 00:45;0,002;namìøená data OK;
25.08.2023 01:00;0;namìøená data OK;
25.08.2023 01:15;0,004;namìøená data OK;
25.08.2023 01:30;0,004;namìøená data OK;
25.08.2023 01:45;0,003;namìøená data OK;
25.08.2023 02:00;0,001;namìøená data OK;
25.08.2023 02:15;0,002;namìøená data OK;
25.08.2023 02:30;0,003;namìøená data OK;
25.08.2023 02:45;0,004;namìøená data OK;
25.08.2023 03:00;0,003;namìøená data OK;
25.08.2023 03:15;0,003;namìøená data OK;
25.08.2023 03:30;0,004;namìøená data OK;
25.08.2023 03:45;0,004;namìøená data OK;
25.08.2023 04:00;0,002;namìøená data OK;
25.08.2023 04:15;0,004;namìøená data OK;
25.08.2023 04:30;0,004;namìøená data OK;
25.08.2023 04:45;0,004;namìøená data OK;
25.08.2023 05:00;0,002;namìøená data OK;
25.08.2023 05:15;0,004;namìøená data OK;
25.08.2023 05:30;0,005;namìøená data OK;
25.08.2023 05:45;0,005;namìøená data OK;
25.08.2023 06:00;0,002;namìøená data OK;
25.08.2023 06:15;0,004;namìøená data OK;
25.08.2023 06:30;0,005;namìøená data OK;
25.08.2023 06:45;0,005;namìøená data OK;
25.08.2023 07:00;0,002;namìøená data OK;
25.08.2023 07:15;0,004;namìøená data OK;
25.08.2023 07:30;0,004;namìøená data OK;
25.08.2023 07:45;0,004;namìøená data OK;
25.08.2023 08:00;0,002;namìøená data OK;
25.08.2023 08:15;0,004;namìøená data OK;
25.08.2023 08:30;0,005;namìøená data OK;
25.08.2023 08:45;0,006;namìøená data OK;
25.08.2023 09:00;0,004;namìøená data OK;
25.08.2023 09:15;0,005;namìøená data OK;
25.08.2023 09:30;0,005;namìøená data OK;
25.08.2023 09:45;0,001;namìøená data OK;
25.08.2023 10:00;0;namìøená data OK;
25.08.2023 10:15;0;namìøená data OK;
25.08.2023 10:30;0;namìøená data OK;
25.08.2023 10:45;0;namìøená data OK;
25.08.2023 11:00;0;namìøená data OK;
25.08.2023 11:15;0;namìøená data OK;
25.08.2023 11:30;0;namìøená data OK;
25.08.2023 11:45;0;namìøená data OK;
25.08.2023 12:00;0;namìøená data OK;
25.08.2023 12:15;0;namìøená data OK;
25.08.2023 12:30;0;namìøená data OK;
25.08.2023 12:45;0;namìøená data OK;
25.08.2023 13:00;0;namìøená data OK;
25.08.2023 13:15;0;namìøená data OK;
25.08.2023 13:30;0;namìøená data OK;
25.08.2023 13:45;0;namìøená data OK;
25.08.2023 14:00;0;namìøená data OK;
25.08.2023 14:15;0;namìøená data OK;
25.08.2023 14:30;0;namìøená data OK;
25.08.2023 14:45;0;namìøená data OK;
25.08.2023 15:00;0;namìøená data OK;
25.08.2023 15:15;0;namìøená data OK;
25.08.2023 15:30;0,022;namìøená data OK;
25.08.2023 15:45;0,004;namìøená data OK;
25.08.2023 16:00;0;namìøená data OK;
25.08.2023 16:15;0;namìøená data OK;
25.08.2023 16:30;0;namìøená data OK;
25.08.2023 16:45;0,015;namìøená data OK;
25.08.2023 17:00;0,013;namìøená data OK;
25.08.2023 17:15;0,009;namìøená data OK;
25.08.2023 17:30;0,007;namìøená data OK;
25.08.2023 17:45;0,017;namìøená data OK;
25.08.2023 18:00;0,005;namìøená data OK;
25.08.2023 18:15;0,005;namìøená data OK;
25.08.2023 18:30;0,005;namìøená data OK;
25.08.2023 18:45;0,005;namìøená data OK;
25.08.2023 19:00;0,004;namìøená data OK;
25.08.2023 19:15;0,005;namìøená data OK;
25.08.2023 19:30;0,013;namìøená data OK;
25.08.2023 19:45;0,008;namìøená data OK;
25.08.2023 20:00;0,003;namìøená data OK;
25.08.2023 20:15;0,003;namìøená data OK;
25.08.2023 20:30;0,004;namìøená data OK;
25.08.2023 20:45;0,004;namìøená data OK;
25.08.2023 21:00;0,004;namìøená data OK;
25.08.2023 21:15;0,003;namìøená data OK;
25.08.2023 21:30;0,004;namìøená data OK;
25.08.2023 21:45;0,004;namìøená data OK;
25.08.2023 22:00;0,004;namìøená data OK;
25.08.2023 22:15;0,003;namìøená data OK;
25.08.2023 22:30;0,004;namìøená data OK;
25.08.2023 22:45;0,004;namìøená data OK;
25.08.2023 23:00;0,004;namìøená data OK;
25.08.2023 23:15;0,003;namìøená data OK;
25.08.2023 23:30;0,003;namìøená data OK;
25.08.2023 23:45;0,004;namìøená data OK;
26.08.2023 00:00;0,005;namìøená data OK;
26.08.2023 00:15;0,003;namìøená data OK;
26.08.2023 00:30;0,003;namìøená data OK;
26.08.2023 00:45;0,004;namìøená data OK;
26.08.2023 01:00;0,005;namìøená data OK;
26.08.2023 01:15;0,003;namìøená data OK;
26.08.2023 01:30;0,003;namìøená data OK;
26.08.2023 01:45;0,005;namìøená data OK;
26.08.2023 02:00;0,004;namìøená data OK;
26.08.2023 02:15;0,003;namìøená data OK;
26.08.2023 02:30;0,003;namìøená data OK;
26.08.2023 02:45;0,004;namìøená data OK;
26.08.2023 03:00;0,004;namìøená data OK;
26.08.2023 03:15;0,003;namìøená data OK;
26.08.2023 03:30;0,004;namìøená data OK;
26.08.2023 03:45;0,004;namìøená data OK;
26.08.2023 04:00;0,004;namìøená data OK;
26.08.2023 04:15;0,003;namìøená data OK;
26.08.2023 04:30;0,004;namìøená data OK;
26.08.2023 04:45;0,003;namìøená data OK;
26.08.2023 05:00;0,004;namìøená data OK;
26.08.2023 05:15;0,004;namìøená data OK;
26.08.2023 05:30;0,003;namìøená data OK;
26.08.2023 05:45;0,004;namìøená data OK;
26.08.2023 06:00;0,005;namìøená data OK;
26.08.2023 06:15;0,005;namìøená data OK;
26.08.2023 06:30;0,004;namìøená data OK;
26.08.2023 06:45;0,004;namìøená data OK;
26.08.2023 07:00;0,004;namìøená data OK;
26.08.2023 07:15;0,004;namìøená data OK;
26.08.2023 07:30;0,005;namìøená data OK;
26.08.2023 07:45;0,005;namìøená data OK;
26.08.2023 08:00;0,004;namìøená data OK;
26.08.2023 08:15;0,004;namìøená data OK;
26.08.2023 08:30;0,006;namìøená data OK;
26.08.2023 08:45;0,005;namìøená data OK;
26.08.2023 09:00;0,004;namìøená data OK;
26.08.2023 09:15;0,002;namìøená data OK;
26.08.2023 09:30;0,004;namìøená data OK;
26.08.2023 09:45;0,005;namìøená data OK;
26.08.2023 10:00;0,005;namìøená data OK;
26.08.2023 10:15;0,001;namìøená data OK;
26.08.2023 10:30;0,005;namìøená data OK;
26.08.2023 10:45;0,007;namìøená data OK;
26.08.2023 11:00;0,004;namìøená data OK;
26.08.2023 11:15;0,003;namìøená data OK;
26.08.2023 11:30;0,007;namìøená data OK;
26.08.2023 11:45;0,011;namìøená data OK;
26.08.2023 12:00;0,023;namìøená data OK;
26.08.2023 12:15;0,041;namìøená data OK;
26.08.2023 12:30;0,002;namìøená data OK;
26.08.2023 12:45;0;namìøená data OK;
26.08.2023 13:00;0,007;namìøená data OK;
26.08.2023 13:15;0;namìøená data OK;
26.08.2023 13:30;0;namìøená data OK;
26.08.2023 13:45;0;namìøená data OK;
26.08.2023 14:00;0;namìøená data OK;
26.08.2023 14:15;0;namìøená data OK;
26.08.2023 14:30;0;namìøená data OK;
26.08.2023 14:45;0;namìøená data OK;
26.08.2023 15:00;0;namìøená data OK;
26.08.2023 15:15;0;namìøená data OK;
26.08.2023 15:30;0;namìøená data OK;
26.08.2023 15:45;0;namìøená data OK;
26.08.2023 16:00;0;namìøená data OK;
26.08.2023 16:15;0;namìøená data OK;
26.08.2023 16:30;0;namìøená data OK;
26.08.2023 16:45;0;namìøená data OK;
26.08.2023 17:00;0;namìøená data OK;
26.08.2023 17:15;0;namìøená data OK;
26.08.2023 17:30;0;namìøená data OK;
26.08.2023 17:45;0,006;namìøená data OK;
26.08.2023 18:00;0,005;namìøená data OK;
26.08.2023 18:15;0,019;namìøená data OK;
26.08.2023 18:30;0,005;namìøená data OK;
26.08.2023 18:45;0,006;namìøená data OK;
26.08.2023 19:00;0,053;namìøená data OK;
26.08.2023 19:15;0,021;namìøená data OK;
26.08.2023 19:30;0,005;namìøená data OK;
26.08.2023 19:45;0,007;namìøená data OK;
26.08.2023 20:00;0,004;namìøená data OK;
26.08.2023 20:15;0,005;namìøená data OK;
26.08.2023 20:30;0,005;namìøená data OK;
26.08.2023 20:45;0,007;namìøená data OK;
26.08.2023 21:00;0,01;namìøená data OK;
26.08.2023 21:15;0,009;namìøená data OK;
26.08.2023 21:30;0,007;namìøená data OK;
26.08.2023 21:45;0,057;namìøená data OK;
26.08.2023 22:00;0,01;namìøená data OK;
26.08.2023 22:15;0,008;namìøená data OK;
26.08.2023 22:30;0,004;namìøená data OK;
26.08.2023 22:45;0,001;namìøená data OK;
26.08.2023 23:00;0,002;namìøená data OK;
26.08.2023 23:15;0,003;namìøená data OK;
26.08.2023 23:30;0,001;namìøená data OK;
26.08.2023 23:45;0,001;namìøená data OK;
27.08.2023 00:00;0,001;namìøená data OK;
27.08.2023 00:15;0,001;namìøená data OK;
27.08.2023 00:30;0,002;namìøená data OK;
27.08.2023 00:45;0,001;namìøená data OK;
27.08.2023 01:00;0,001;namìøená data OK;
27.08.2023 01:15;0,002;namìøená data OK;
27.08.2023 01:30;0,001;namìøená data OK;
27.08.2023 01:45;0,001;namìøená data OK;
27.08.2023 02:00;0,002;namìøená data OK;
27.08.2023 02:15;0,002;namìøená data OK;
27.08.2023 02:30;0,002;namìøená data OK;
27.08.2023 02:45;0,002;namìøená data OK;
27.08.2023 03:00;0,002;namìøená data OK;
27.08.2023 03:15;0,002;namìøená data OK;
27.08.2023 03:30;0,002;namìøená data OK;
27.08.2023 03:45;0,001;namìøená data OK;
27.08.2023 04:00;0,003;namìøená data OK;
27.08.2023 04:15;0,004;namìøená data OK;
27.08.2023 04:30;0,004;namìøená data OK;
27.08.2023 04:45;0,004;namìøená data OK;
27.08.2023 05:00;0,004;namìøená data OK;
27.08.2023 05:15;0,003;namìøená data OK;
27.08.2023 05:30;0,004;namìøená data OK;
27.08.2023 05:45;0,004;namìøená data OK;
27.08.2023 06:00;0,005;namìøená data OK;
27.08.2023 06:15;0,002;namìøená data OK;
27.08.2023 06:30;0,005;namìøená data OK;
27.08.2023 06:45;0,005;namìøená data OK;
27.08.2023 07:00;0,004;namìøená data OK;
27.08.2023 07:15;0,003;namìøená data OK;
27.08.2023 07:30;0,005;namìøená data OK;
27.08.2023 07:45;0,004;namìøená data OK;
27.08.2023 08:00;0,005;namìøená data OK;
27.08.2023 08:15;0,004;namìøená data OK;
27.08.2023 08:30;0,005;namìøená data OK;
27.08.2023 08:45;0,005;namìøená data OK;
27.08.2023 09:00;0,003;namìøená data OK;
27.08.2023 09:15;0,003;namìøená data OK;
27.08.2023 09:30;0,005;namìøená data OK;
27.08.2023 09:45;0,005;namìøená data OK;
27.08.2023 10:00;0,005;namìøená data OK;
27.08.2023 10:15;0,007;namìøená data OK;
27.08.2023 10:30;0,007;namìøená data OK;
27.08.2023 10:45;1,518;namìøená data OK;
27.08.2023 11:00;1,01;namìøená data OK;
27.08.2023 11:15;1,288;namìøená data OK;
27.08.2023 11:30;1,632;namìøená data OK;
27.08.2023 11:45;0,614;namìøená data OK;
27.08.2023 12:00;0,449;namìøená data OK;
27.08.2023 12:15;0,659;namìøená data OK;
27.08.2023 12:30;0,642;namìøená data OK;
27.08.2023 12:45;0,137;namìøená data OK;
27.08.2023 13:00;0,013;namìøená data OK;
27.08.2023 13:15;0,005;namìøená data OK;
27.08.2023 13:30;0,004;namìøená data OK;
27.08.2023 13:45;0,006;namìøená data OK;
27.08.2023 14:00;1,367;namìøená data OK;
27.08.2023 14:15;0,059;namìøená data OK;
27.08.2023 14:30;0,043;namìøená data OK;
27.08.2023 14:45;0,438;namìøená data OK;
27.08.2023 15:00;0,551;namìøená data OK;
27.08.2023 15:15;0,004;namìøená data OK;
27.08.2023 15:30;0,005;namìøená data OK;
27.08.2023 15:45;0,005;namìøená data OK;
27.08.2023 16:00;0,003;namìøená data OK;
27.08.2023 16:15;0,004;namìøená data OK;
27.08.2023 16:30;0,006;namìøená data OK;
27.08.2023 16:45;0,005;namìøená data OK;
27.08.2023 17:00;0,004;namìøená data OK;
27.08.2023 17:15;0,002;namìøená data OK;
27.08.2023 17:30;0,003;namìøená data OK;
27.08.2023 17:45;0,004;namìøená data OK;
27.08.2023 18:00;0,004;namìøená data OK;
27.08.2023 18:15;0,004;namìøená data OK;
27.08.2023 18:30;0,003;namìøená data OK;
27.08.2023 18:45;0,004;namìøená data OK;
27.08.2023 19:00;0,004;namìøená data OK;
27.08.2023 19:15;0,004;namìøená data OK;
27.08.2023 19:30;0,004;namìøená data OK;
27.08.2023 19:45;0,005;namìøená data OK;
27.08.2023 20:00;0,005;namìøená data OK;
27.08.2023 20:15;0,003;namìøená data OK;
27.08.2023 20:30;0,188;namìøená data OK;
27.08.2023 20:45;0,496;namìøená data OK;
27.08.2023 21:00;0,503;namìøená data OK;
27.08.2023 21:15;0,355;namìøená data OK;
27.08.2023 21:30;0,401;namìøená data OK;
27.08.2023 21:45;0,501;namìøená data OK;
27.08.2023 22:00;0,426;namìøená data OK;
27.08.2023 22:15;0,227;namìøená data OK;
27.08.2023 22:30;0,271;namìøená data OK;
27.08.2023 22:45;0,273;namìøená data OK;
27.08.2023 23:00;0,29;namìøená data OK;
27.08.2023 23:15;0,175;namìøená data OK;
27.08.2023 23:30;0,188;namìøená data OK;
27.08.2023 23:45;0,256;namìøená data OK;
28.08.2023 00:00;0,216;namìøená data OK;
28.08.2023 00:15;0,153;namìøená data OK;
28.08.2023 00:30;0,245;namìøená data OK;
28.08.2023 00:45;0,291;namìøená data OK;
28.08.2023 01:00;0,246;namìøená data OK;
28.08.2023 01:15;0,174;namìøená data OK;
28.08.2023 01:30;0,163;namìøená data OK;
28.08.2023 01:45;0,27;namìøená data OK;
28.08.2023 02:00;0,25;namìøená data OK;
28.08.2023 02:15;0,136;namìøená data OK;
28.08.2023 02:30;0,275;namìøená data OK;
28.08.2023 02:45;0,285;namìøená data OK;
28.08.2023 03:00;0,151;namìøená data OK;
28.08.2023 03:15;0,128;namìøená data OK;
28.08.2023 03:30;0,24;namìøená data OK;
28.08.2023 03:45;0,284;namìøená data OK;
28.08.2023 04:00;0,219;namìøená data OK;
28.08.2023 04:15;0,162;namìøená data OK;
28.08.2023 04:30;0,24;namìøená data OK;
28.08.2023 04:45;0,195;namìøená data OK;
28.08.2023 05:00;0,182;namìøená data OK;
28.08.2023 05:15;0,215;namìøená data OK;
28.08.2023 05:30;0,488;namìøená data OK;
28.08.2023 05:45;0,326;namìøená data OK;
28.08.2023 06:00;0,205;namìøená data OK;
28.08.2023 06:15;0,122;namìøená data OK;
28.08.2023 06:30;0,316;namìøená data OK;
28.08.2023 06:45;0,224;namìøená data OK;
28.08.2023 07:00;0,163;namìøená data OK;
28.08.2023 07:15;0,224;namìøená data OK;
28.08.2023 07:30;0,069;namìøená data OK;
28.08.2023 07:45;0,007;namìøená data OK;
28.08.2023 08:00;0,002;namìøená data OK;
28.08.2023 08:15;0,004;namìøená data OK;
28.08.2023 08:30;0,277;namìøená data OK;
28.08.2023 08:45;0,133;namìøená data OK;
28.08.2023 09:00;0,01;namìøená data OK;
28.08.2023 09:15;0,009;namìøená data OK;
28.08.2023 09:30;0,008;namìøená data OK;
28.08.2023 09:45;0,004;namìøená data OK;
28.08.2023 10:00;0,005;namìøená data OK;
28.08.2023 10:15;0,013;namìøená data OK;
28.08.2023 10:30;0,014;namìøená data OK;
28.08.2023 10:45;0,36;namìøená data OK;
28.08.2023 11:00;1,221;namìøená data OK;
28.08.2023 11:15;1,242;namìøená data OK;
28.08.2023 11:30;1,095;namìøená data OK;
28.08.2023 11:45;0;namìøená data OK;
28.08.2023 12:00;0;namìøená data OK;
28.08.2023 12:15;0,007;namìøená data OK;
28.08.2023 12:30;0,012;namìøená data OK;
28.08.2023 12:45;0,002;namìøená data OK;
28.08.2023 13:00;0,002;namìøená data OK;
28.08.2023 13:15;0,009;namìøená data OK;
28.08.2023 13:30;0,005;namìøená data OK;
28.08.2023 13:45;0,019;namìøená data OK;
28.08.2023 14:00;0,011;namìøená data OK;
28.08.2023 14:15;0,005;namìøená data OK;
28.08.2023 14:30;0,01;namìøená data OK;
28.08.2023 14:45;0,009;namìøená data OK;
28.08.2023 15:00;0,005;namìøená data OK;
28.08.2023 15:15;0,006;namìøená data OK;
28.08.2023 15:30;0,002;namìøená data OK;
28.08.2023 15:45;0;namìøená data OK;
28.08.2023 16:00;0;namìøená data OK;
28.08.2023 16:15;0,002;namìøená data OK;
28.08.2023 16:30;0;namìøená data OK;
28.08.2023 16:45;0;namìøená data OK;
28.08.2023 17:00;0,003;namìøená data OK;
28.08.2023 17:15;0,005;namìøená data OK;
28.08.2023 17:30;0,005;namìøená data OK;
28.08.2023 17:45;0,002;namìøená data OK;
28.08.2023 18:00;0,005;namìøená data OK;
28.08.2023 18:15;0,011;namìøená data OK;
28.08.2023 18:30;0,013;namìøená data OK;
28.08.2023 18:45;0,013;namìøená data OK;
28.08.2023 19:00;0,008;namìøená data OK;
28.08.2023 19:15;0,012;namìøená data OK;
28.08.2023 19:30;0,012;namìøená data OK;
28.08.2023 19:45;0,012;namìøená data OK;
28.08.2023 20:00;0,012;namìøená data OK;
28.08.2023 20:15;0,013;namìøená data OK;
28.08.2023 20:30;0,363;namìøená data OK;
28.08.2023 20:45;0,368;namìøená data OK;
28.08.2023 21:00;0,416;namìøená data OK;
28.08.2023 21:15;0,53;namìøená data OK;
28.08.2023 21:30;0,544;namìøená data OK;
28.08.2023 21:45;0,502;namìøená data OK;
28.08.2023 22:00;0,489;namìøená data OK;
28.08.2023 22:15;0,422;namìøená data OK;
28.08.2023 22:30;0,492;namìøená data OK;
28.08.2023 22:45;0,526;namìøená data OK;
28.08.2023 23:00;0,457;namìøená data OK;
28.08.2023 23:15;0,433;namìøená data OK;
28.08.2023 23:30;0,452;namìøená data OK;
28.08.2023 23:45;0,439;namìøená data OK;
29.08.2023 00:00;0,349;namìøená data OK;
29.08.2023 00:15;0,379;namìøená data OK;
29.08.2023 00:30;0,383;namìøená data OK;
29.08.2023 00:45;0,293;namìøená data OK;
29.08.2023 01:00;0,442;namìøená data OK;
29.08.2023 01:15;0,434;namìøená data OK;
29.08.2023 01:30;0,386;namìøená data OK;
29.08.2023 01:45;0,33;namìøená data OK;
